OBJECTID,AREA_NAME,HOOD_ID,POPN_PROJ_2022,ASSAULT_2014,ASSAULT_2015,ASSAULT_2016,ASSAULT_2017,ASSAULT_2018,ASSAULT_2019,ASSAULT_2020,ASSAULT_2021,ASSAULT_2022,ASSAULT_RATE_2014,ASSAULT_RATE_2015,ASSAULT_RATE_2016,ASSAULT_RATE_2017,ASSAULT_RATE_2018,ASSAULT_RATE_2019,ASSAULT_RATE_2020,ASSAULT_RATE_2021,ASSAULT_RATE_2022,AUTOTHEFT_2014,AUTOTHEFT_2015,AUTOTHEFT_2016,AUTOTHEFT_2017,AUTOTHEFT_2018,AUTOTHEFT_2019,AUTOTHEFT_2020,AUTOTHEFT_2021,AUTOTHEFT_2022,AUTOTHEFT_RATE_2014,AUTOTHEFT_RATE_2015,AUTOTHEFT_RATE_2016,AUTOTHEFT_RATE_2017,AUTOTHEFT_RATE_2018,AUTOTHEFT_RATE_2019,AUTOTHEFT_RATE_2020,AUTOTHEFT_RATE_2021,AUTOTHEFT_RATE_2022,BIKETHEFT_2014,BIKETHEFT_2015,BIKETHEFT_2016,BIKETHEFT_2017,BIKETHEFT_2018,BIKETHEFT_2019,BIKETHEFT_2020,BIKETHEFT_2021,BIKETHEFT_2022,BIKETHEFT_RATE_2014,BIKETHEFT_RATE_2015,BIKETHEFT_RATE_2016,BIKETHEFT_RATE_2017,BIKETHEFT_RATE_2018,BIKETHEFT_RATE_2019,BIKETHEFT_RATE_2020,BIKETHEFT_RATE_2021,BIKETHEFT_RATE_2022,BREAKENTER_2014,BREAKENTER_2015,BREAKENTER_2016,BREAKENTER_2017,BREAKENTER_2018,BREAKENTER_2019,BREAKENTER_2020,BREAKENTER_2021,BREAKENTER_2022,BREAKENTER_RATE_2014,BREAKENTER_RATE_2015,BREAKENTER_RATE_2016,BREAKENTER_RATE_2017,BREAKENTER_RATE_2018,BREAKENTER_RATE_2019,BREAKENTER_RATE_2020,BREAKENTER_RATE_2021,BREAKENTER_RATE_2022,HOMICIDE_2014,HOMICIDE_2015,HOMICIDE_2016,HOMICIDE_2017,HOMICIDE_2018,HOMICIDE_2019,HOMICIDE_2020,HOMICIDE_2021,HOMICIDE_2022,HOMICIDE_RATE_2014,HOMICIDE_RATE_2015,HOMICIDE_RATE_2016,HOMICIDE_RATE_2017,HOMICIDE_RATE_2018,HOMICIDE_RATE_2019,HOMICIDE_RATE_2020,HOMICIDE_RATE_2021,HOMICIDE_RATE_2022,ROBBERY_2014,ROBBERY_2015,ROBBERY_2016,ROBBERY_2017,ROBBERY_2018,ROBBERY_2019,ROBBERY_2020,ROBBERY_2021,ROBBERY_2022,ROBBERY_RATE_2014,ROBBERY_RATE_2015,ROBBERY_RATE_2016,ROBBERY_RATE_2017,ROBBERY_RATE_2018,ROBBERY_RATE_2019,ROBBERY_RATE_2020,ROBBERY_RATE_2021,ROBBERY_RATE_2022,SHOOTING_2014,SHOOTING_2015,SHOOTING_2016,SHOOTING_2017,SHOOTING_2018,SHOOTING_2019,SHOOTING_2020,SHOOTING_2021,SHOOTING_2022,SHOOTING_RATE_2014,SHOOTING_RATE_2015,SHOOTING_RATE_2016,SHOOTING_RATE_2017,SHOOTING_RATE_2018,SHOOTING_RATE_2019,SHOOTING_RATE_2020,SHOOTING_RATE_2021,SHOOTING_RATE_2022,THEFTFROMMV_2014,THEFTFROMMV_2015,THEFTFROMMV_2016,THEFTFROMMV_2017,THEFTFROMMV_2018,THEFTFROMMV_2019,THEFTFROMMV_2020,THEFTFROMMV_2021,THEFTFROMMV_2022,THEFTFROMMV_RATE_2014,THEFTFROMMV_RATE_2015,THEFTFROMMV_RATE_2016,THEFTFROMMV_RATE_2017,THEFTFROMMV_RATE_2018,THEFTFROMMV_RATE_2019,THEFTFROMMV_RATE_2020,THEFTFROMMV_RATE_2021,THEFTFROMMV_RATE_2022,THEFTOVER_2014,THEFTOVER_2015,THEFTOVER_2016,THEFTOVER_2017,THEFTOVER_2018,THEFTOVER_2019,THEFTOVER_2020,THEFTOVER_2021,THEFTOVER_2022,THEFTOVER_RATE_2014,THEFTOVER_RATE_2015,THEFTOVER_RATE_2016,THEFTOVER_RATE_2017,THEFTOVER_RATE_2018,THEFTOVER_RATE_2019,THEFTOVER_RATE_2020,THEFTOVER_RATE_2021,THEFTOVER_RATE_2022,Shape__Area,Shape__Length
72,Steeles,116,26057,46,36,44,41,34,47,40,51,45,181.3666,143.3292,176.3103,162.4406,132.8073,181.6425,154.0595,196.8656,172.6983,20,16,31,31,24,31,29,45,39,78.85503,63.70187,124.2186,122.8209,93.74634,119.8068,111.6931,173.7049,173.7049,1,3,1,6,0,0,0,0,1,3.942751,11.9441,4.007052,23.77179,0,0,0,0,0,62,59,48,43,62,66,25,17,33,244.4506,234.9007,192.3385,170.3645,242.178,255.0725,96.28717,65.62186,126.6454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,5,9,8,6,7,7,31.54201,64.11284,19.80983,35.15488,30.91788,23.10892,27.02077,26.86418,35.83231,2,0,0,0,1,0,2,1,0,7.885502,0,0,0,3.906097,0,7.702973,3.86011,0,24,26,21,32,41,40,21,28,24,94.62603,103.5155,84.1481,126.7829,160.15,154.5894,80.88122,108.0831,92.10577,3,3,2,6,3,5,1,2,4,11.82825,11.9441,8.014105,23.77179,11.71829,19.32367,3.851487,7.720219,15.35096,4561098.05810547,8964.60091738224
73,Mount Dennis,115,14184,97,102,110,103,94,92,72,98,120,713.4451,748.5689,803.6236,744.9733,670.8057,650.3605,508.1516,693.8053,846.0237,27,14,18,17,16,23,24,26,39,198.5878,102.7448,131.502,122.9567,114.1797,162.5901,169.3839,184.0708,184.0708,3,1,3,5,2,2,1,6,4,22.06531,7.338911,21.91701,36.16375,14.27246,14.13827,7.057661,42.47787,42.47787,18,20,31,17,21,14,22,15,24,132.3919,146.7782,226.4757,122.9567,149.8608,98.9679,155.2685,106.1947,169.2047,1,0,0,0,1,3,1,1,0,7.355104442,0,0,0,7.13623,21.20741,7.057661,7.079646,0,27,13,34,34,10,16,19,11,7,198.5878,248.3927,245.9135,71.3623,113.1062,134.0956,77.87611,49.35138,95.40584,4,1,3,1,4,4,1,2,2,29.42042,7.338911,21.91701,7.23275,28.54492,28.27654,7.057661,14.15929,14.1004,21,54,19,18,31,29,41,33,21,154.4572,396.3012,138.8077,130.1895,221.2231,205.0049,289.3641,233.6283,148.0541,4,1,0,5,1,5,3,3,5,29.42042,7.338911,0,36.16375,7.13623,35.34568,21.17298,21.23894,35.25099,2129361.63305664,6852.14110805377
74,Lambton Baby Point,114,8277,29,43,21,22,25,26,31,34,54,352.7551,524.3263,256.0976,266.796,300.4447,310.8932,371.4799,410.8761,652.4103,7,6,1,9,16,10,11,11,23,85.14779,73.16181,12.19512,109.1438,192.2846,119.5743,131.8155,132.9305,132.9305,7,10,6,3,6,10,10,6,6,85.14779,121.9363,73.17073,36.38128,72.10672,119.5743,119.8322,72.50755,72.50755,17,14,9,10,10,15,13,6,11,206.7875,170.7109,109.7561,121.2709,120.1779,179.3615,155.7819,72.50755,132.8984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,3,1,4,1,0,1,12.16397,60.97561,36.38128,12.01779,47.82973,11.98322,0,12.08167,97.54908,1,3,0,1,0,3,0,0,1,12.16397,36.58091,0,12.12709,0,35.8723,0,0,12.08167,22,14,14,8,24,17,16,7,22,267.6074,170.7109,170.7317,97.01674,288.4269,203.2763,191.7316,84.59215,265.7968,0,2,2,0,2,1,2,1,1,0,24.38727,24.39024,0,24.03557,11.95743,23.96645,12.08459,12.08167,1782160.22436523,8074.06268446372
75,Weston,113,19571,174,151,183,179,156,191,204,204,242,937.5,819.3163,997.1122,960.5065,823.0887,992.7235,1053.338,1052.089,1236.523,55,36,40,42,55,46,77,59,94,296.3362,195.3337,217.948,225.3703,290.1915,239.0852,397.5835,304.2805,304.2805,7,5,6,11,13,8,10,6,6,37.71552,27.12968,32.6922,59.02554,68.59072,41.58004,51.63422,30.94378,30.94378,33,54,44,75,38,58,24,36,46,177.8017,293.0005,239.7428,402.4469,200.496,301.4553,123.9221,185.6627,235.0416,0,0,3,1,1,2,3,0,2,0,0,16,5,5.276209,10.39501,15.49027,0,10.2192,35,45,42,46,42,25,27,25,32,188.5776,228.8454,246.8341,221.6008,129.9376,139.4124,128.9324,163.5072,244.1671,3,6,13,8,8,13,5,4,5,16.16379,32.55561,70.83311,42.92767,42.20967,67.56757,25.81711,20.62919,25.548,75,63,93,84,73,71,88,70,75,404.0948,341.834,506.7292,450.7405,385.1633,369.0229,454.3812,361.0108,383.2201,4,3,4,3,8,4,10,5,9,21.55172,16.27781,21.7948,16.09788,42.20967,20.79002,51.63422,25.78649,45.98641,2565620.93432617,10202.5083680584
76,Beechborough-Greenbrook,112,6963,60,67,62,62,47,67,47,57,71,903.0704,1014.229,940.1061,928.2827,691.7869,974.262,679.6818,824.1758,1019.675,10,7,9,9,11,13,15,18,21,150.5117,105.9643,136.467,134.7507,161.9076,189.0359,216.9197,260.2661,260.2661,1,5,1,0,1,1,0,0,0,15.05117,75.68877,15.163,0,14.71887,14.54122,0,0,0,20,15,11,16,25,11,7,7,13,301.0235,227.0663,166.793,239.5568,367.9717,159.9535,101.2292,101.2146,186.7011,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28.91845,0,16,11,13,9,13,12,4,13,2,240.8188,197.119,134.7507,191.3453,174.4947,57.84526,187.9699,28.72325,166.5153,1,4,1,1,0,5,1,5,2,15.05117,60.55101,15.163,14.9723,0,72.70612,14.46132,72.29613,28.72325,9,17,8,17,12,7,21,13,9,135.4606,257.3418,121.304,254.5291,176.6264,101.7886,303.6876,187.9699,129.2546,2,5,4,2,0,2,2,0,2,30.10235,75.68877,60.65201,29.9446,0,29.08245,28.92263,0,28.72325,1833583.37915039,6414.63726243317
77,Rockcliffe-Smythe,111,23327,134,136,142,113,132,148,126,139,175,580.7151,591.9735,619.168,489.3893,565.6011,630.2163,537.4739,596.7714,750.2036,48,41,34,50,53,38,62,47,61,208.0173,178.4626,148.2515,216.544,227.0974,161.8123,264.4713,201.786,201.786,11,13,9,12,6,5,1,11,7,47.67064,56.5857,39.24305,51.97055,25.70914,21.29109,4.265666,47.22652,47.22652,37,38,38,37,24,43,37,35,33,160.3467,165.4044,165.6929,160.2425,102.8366,183.1034,157.8296,150.2662,141.467,0,2,0,0,0,1,2,1,0,0,9,0,0,0,4.258218,8.531331,4.29332,0,39,37,61,47,19,9,14,16,19,169.0141,265.9807,203.5513,81.41229,38.32397,59.71932,68.69312,81.45068,161.0516,2,6,3,1,4,6,5,12,7,8.667389,26.11648,13.08101,4.330879,17.13943,25.54931,21.32833,51.51984,30.00814,51,54,42,58,75,72,66,42,51,221.0184,235.0483,183.1342,251.191,321.3643,306.5917,281.5339,180.3194,218.6308,7,3,4,10,15,9,4,5,12,30.33586,13.05824,17.44135,43.30879,64.27286,38.32397,17.06266,21.4666,51.44254,5070942.78344727,11620.7454836585
78,Keelesdale-Eglinton West,110,11928,71,63,55,61,78,60,84,75,105,623.135,551.4706,478.7188,526.0888,662.7581,504.838,705.8823,632.2178,880.2817,18,14,16,29,23,33,23,24,29,157.9779,122.549,139.2636,250.1078,195.4287,277.6609,193.2773,202.3097,202.3097,3,4,3,6,3,2,5,2,3,26.32965,35.014,26.11193,51.74644,25.4907,16.82793,42.01681,16.85914,16.85914,23,20,14,14,31,18,23,27,17,201.8606,175.07,121.8557,120.7417,263.4039,151.4514,193.2773,227.5984,142.5218,1,0,0,1,0,1,0,3,0,8.776549061,0,0,9,0,8.413967,0,25.28871,0,35,20,28,24,20,11,11,7,11,307.1792,243.7114,206.9858,169.938,92.55364,92.43697,59.007,92.21999,175.07,2,5,1,3,5,0,2,2,0,17.5531,43.76751,8.703978,25.87322,42.48449,0,16.80672,16.85914,0,18,17,12,22,21,29,31,34,18,157.9779,148.8095,104.4477,189.737,178.4349,244.0051,260.5042,286.6054,150.9054,1,2,0,4,3,9,4,1,0,8.776549,17.507,0,34.49763,25.4907,75.72571,33.61345,8.429571,0,1750632.52954102,5675.40854154729
79,Palmerston-Little Italy,80,14657,84,80,69,83,83,95,60,78,84,583.4144,557.7634,481.4066,574.3945,567.832,645.2051,408.0245,533.0782,573.105,14,16,14,15,20,13,16,11,24,97.23573,111.5527,97.67669,103.8062,136.827,88.29122,108.8065,75.1777,75.1777,47,52,54,52,65,48,65,28,32,326.4342,362.5462,376.753,359.8616,444.6877,325.9984,442.0265,191.3614,191.3614,54,44,40,37,46,51,48,32,36,375.0521,306.7699,279.0763,256.0554,314.7021,346.3733,326.4196,218.6987,245.6164,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.834336,6.822679,29,16,30,14,21,10,9,9,13,201.4169,209.3072,96.88581,143.6683,67.91633,61.20367,61.50902,88.69482,111.5527,1,0,0,1,0,0,0,0,0,6.945409,0,0,6.920415,0,0,0,0,0,42,112,45,84,80,65,51,22,42,291.7072,780.8687,313.9608,581.3149,547.3079,441.4561,346.8208,150.3554,286.5525,6,1,6,7,11,12,4,0,7,41.67245,6.972042,41.86144,48.44291,75.25484,81.4996,27.20163,0,47.75875,1435255.56079102,4967.49928648036
80,University,79,7449,134,155,124,160,125,129,74,92,110,1903.95,2213.653,1774.724,2258.292,1734.906,1759.411,1003.118,1243.243,1476.708,9,7,13,7,10,12,6,6,16,127.8772,99.97144,186.0598,98.80029,138.7925,163.6661,81.33388,81.08108,81.08108,106,110,136,145,140,75,69,61,116,1506.11,1570.98,1946.472,2046.577,1943.095,1022.913,935.3395,824.3243,824.3243,73,60,51,64,74,91,59,32,38,1037.226,856.898,729.927,903.3169,1027.065,1241.135,799.7831,432.4324,510.1356,0,0,0,1,0,1,0,0,0,0,0,0,14,0,13.63884,0,0,0,48,24,34,23,20,16,9,12,14,682.012,486.618,324.6295,277.585,218.2215,122.0008,162.1622,187.9447,342.7592,0,0,0,1,1,0,0,1,0,0,0,0,14.11433,13.87925,0,0,13.51351,0,79,72,60,114,73,59,58,23,79,1122.478,1028.278,858.7377,1609.033,1013.185,804.6918,786.2275,310.8108,1060.545,7,10,6,6,18,7,6,5,12,99.46008,142.8163,85.87376,84.68596,249.8265,95.4719,81.33388,67.56757,161.0954,1405204.48974609,4971.74287872094
81,Kensington-Chinatown,78,20595,327,372,370,420,436,381,394,381,380,1764.801,2029.681,2033.973,2251.045,2271.07,1935.287,1969.606,1884.087,1845.108,24,28,30,30,23,43,57,25,35,129.5267,152.7717,164.9167,160.7889,119.8041,218.4182,284.943,123.6277,123.6277,92,104,128,144,142,119,99,107,89,496.519,567.4378,703.6447,771.7869,739.6604,604.4598,494.901,529.1267,529.1267,103,99,80,106,240,278,174,97,104,555.8854,540.1572,439.7779,568.1209,1250.13,1412.099,869.826,479.6756,504.9769,0,1,5,0,3,0,1,2,1,0,5,27,0,15.62663,0,4.999,9.890219,4.855547,79,54,67,91,79,47,43,25,42,426.3587,368.314,487.7264,411.5012,238.7362,214.957,123.6277,203.933,294.6312,2,4,9,9,7,4,6,9,5,10.79389,21.82453,49.47501,48.23668,36.46213,20.31798,29.994,44.50599,24.27774,540,510,530,431,285,350,191,91,540,2914.351,2782.628,2913.529,2310.001,1484.53,1777.823,954.809,450.0049,2621.996,19,36,20,27,27,36,26,21,21,102.542,196.4208,109.9445,144.71,140.6396,182.8618,129.974,103.8473,101.9665,1534624.28417969,5024.3527675694
82,North St.James Town,74,20298,153,158,136,160,167,228,232,261,220,808.7535,831.4914,711.3343,824.0626,846.5984,1140.799,1152.738,1297.41,1083.851,22,11,16,14,9,20,27,20,14,116.2914,57.88865,83.68639,72.10548,45.62506,100.07,134.1548,99.4184,99.4184,44,59,61,66,40,54,50,27,36,232.5827,310.4936,319.0544,339.9258,202.7781,270.1891,248.4349,134.2148,134.2148,71,72,52,48,71,70,61,45,37,375.304,378.9075,271.9807,247.2188,359.9311,350.2452,303.0905,223.6914,182.284,2,2,0,0,0,0,0,0,1,10.57194207,11,0,0,0,0,0,0,4.926594,35,30,21,34,30,34,35,16,23,185.009,109.8384,175.1133,152.0835,170.1191,173.9044,79.53472,113.3117,157.8781,1,0,2,1,6,2,1,3,4,5.285971,0,10.4608,5.150392,30.41671,10.007,4.968697,14.91276,19.70638,93,89,153,53,87,99,76,37,93,491.5953,468.3718,800.251,272.9707,441.0423,495.3467,377.621,183.924,458.1732,6,3,8,8,3,15,9,3,5,31.71583,15.78781,41.84319,41.20313,15.20835,75.05254,44.71827,14.91276,24.63297,423922.604003906,2574.40317021236
83,Moss Park,73,21776,360,401,471,449,556,642,756,637,548,2052.803,2195.576,2476.862,2297.145,2760.812,3103.248,3582.769,2980.535,2516.532,26,21,16,21,51,43,41,50,57,148.258,114.9803,84.13967,107.4389,253.24,207.85,194.3036,233.951,233.951,100,103,117,140,135,108,107,95,90,570.223,563.9509,615.2714,716.2591,670.3411,522.0417,507.085,444.5068,444.5068,153,97,129,133,137,232,202,154,134,872.4411,531.0994,678.3761,680.4461,680.2721,1121.423,957.3006,720.569,615.3564,1,1,2,3,4,3,2,1,3,5.702229572,5,11,15,19.86196,14.50116,9.478224,4.679019,13.77664,123,136,124,99,160,140,136,88,65,701.3743,652.0825,506.4975,794.4784,676.7208,644.5192,411.7537,298.4937,744.6343,3,4,5,7,9,2,4,3,10,17.10669,21.90101,26.29365,35.81295,44.68941,9.66744,18.95645,14.03706,45.92212,183,172,140,172,247,220,167,127,183,1043.508,941.7433,736.2221,879.9755,1226.476,1063.418,791.4317,594.2355,840.3747,7,13,12,20,36,25,15,16,16,39.91561,71.17828,63.10476,102.3227,178.7576,120.843,71.08668,74.86431,73.47539,1396902.29077148,6369.58566142887
84,Regent Park,72,13714,103,104,122,122,139,172,144,179,127,938.6677,943.1396,1099.793,1052.995,1148.76,1367.684,1109.399,1346.979,926.061,9,14,3,10,9,23,11,9,11,82.0195,126.9611,27.04408,86.31107,74.38017,182.888,84.74577,67.72519,67.72519,30,27,39,37,45,45,30,14,15,273.3983,244.8535,351.5731,319.351,371.9008,357.8244,231.1248,105.3503,105.3503,33,30,25,29,27,65,28,32,25,300.7382,272.0595,225.3674,250.3021,223.1405,516.8575,215.7165,240.8007,182.2955,1,0,1,4,2,1,1,1,0,9.113278046,0,9,35,16.52892,7.951654,7.70416,7.525021,0,22,18,18,18,30,17,13,16,11,200.4921,162.2645,155.3599,247.9339,135.1781,100.1541,120.4003,80.21001,163.2357,6,4,8,9,10,6,7,2,3,54.67967,36.2746,72.11755,77.67996,82.64463,47.70992,53.92912,15.05004,21.87546,57,59,45,39,70,59,42,22,57,519.4568,535.0504,405.6612,336.6132,578.5124,469.1476,323.5747,165.5505,415.6337,8,5,2,2,4,6,4,6,5,72.90623,45.34325,18.02939,17.26221,33.05785,47.70992,30.81664,45.15012,36.45909,650277.023925781,3258.9002771869
85,Cabbagetown-South St.James Town,71,11858,86,105,127,100,116,146,140,125,136,740.996,913.8381,1113.547,867.9802,993.8314,1236.869,1183.132,1059.143,1146.905,8,7,9,8,19,23,15,5,18,68.92986,60.92254,78.91276,69.43842,162.7827,194.8492,126.7641,42.3657,42.3657,64,73,67,49,86,61,48,38,38,551.4389,635.3351,587.4617,425.3103,736.806,516.774,405.6452,321.9793,321.9793,72,68,52,58,41,110,70,68,68,620.3688,591.819,455.9404,503.4285,351.268,931.8875,591.566,576.1735,573.4525,2,0,0,0,0,0,1,1,0,17.23246597,0,0,0,0,0,8.450942,8.47314,0,9,13,24,42,33,18,19,15,23,77.5461,210.434,364.5517,282.7279,152.4907,160.5679,127.0971,193.9619,113.1419,1,1,0,1,1,2,0,0,0,8.616233,8.70322,0,8.679802,8.567512,16.94341,0,0,0,70,116,109,104,109,74,55,51,70,603.1363,1009.574,955.7212,902.6994,933.8588,626.9061,464.8018,432.1302,590.3188,4,5,7,7,6,3,3,7,9,34.46493,43.5161,61.37659,60.75861,51.40507,25.41511,25.35283,59.31198,75.89812,1417918.52587891,5759.06261802306
86,South Riverdale,70,29760,212,203,232,240,299,256,218,230,303,775.7043,734.0445,827.1829,844.0303,1033.636,872.7967,738.7076,779.3704,1018.145,20,23,27,38,41,38,37,48,77,73.17966,83.1676,96.26698,133.6381,141.7361,129.5558,125.377,162.6512,162.6512,70,90,129,114,135,72,112,94,52,256.1288,325.4384,459.9422,400.9144,466.692,245.4741,379.5195,318.5253,318.5253,88,98,150,93,91,132,143,135,103,321.9905,354.3663,534.8165,327.0617,314.585,450.0358,484.5651,457.4565,346.1021,1,0,3,5,2,0,0,2,1,3.658982803,0,11,18,6.913956,0,0,6.777134,3.360215,60,43,49,66,39,36,35,30,48,219.539,174.7067,232.1083,134.8221,122.737,118.5998,101.657,161.2903,155.4873,2,0,7,9,4,6,3,2,6,7.317966,0,24.95811,31.65113,13.82791,20.45617,10.1657,6.777134,20.16129,214,150,150,122,165,156,137,124,214,783.0223,542.3974,534.8165,429.0487,570.4014,531.8605,464.2337,420.1823,719.086,17,17,22,26,24,21,22,21,21,62.20271,61.47171,78.43976,91.43661,82.96747,71.5966,74.54848,71.1599,70.56451,11030185.3898926,42678.1512322118
87,Blake-Jones,69,8172,77,71,65,64,67,73,58,51,59,962.5,892.5204,819.3622,799.9,827.3648,893.4035,708.7865,626.4587,721.9775,6,5,5,8,10,8,7,5,9,75,62.85355,63.02786,99.9875,123.4873,97.90723,85.5432,61.41751,61.41751,12,15,12,16,6,18,20,20,6,150,188.5607,151.2669,199.975,74.09237,220.2913,244.4091,245.6701,245.6701,20,28,23,17,27,18,27,27,24,250,351.9799,289.9282,212.4734,333.4156,220.2913,329.9523,331.6546,293.6858,0,0,1,0,0,0,0,0,1,0,0,13,0,0,0,0,0,12.23691,12,13,13,16,15,10,5,13,11,150,163.8724,199.975,185.2309,122.384,61.10228,159.6855,134.606,163.4192,1,1,4,2,2,2,2,1,2,12.5,12.57071,50.42229,24.99688,24.69746,24.47681,24.44091,12.2835,24.47381,32,21,21,17,13,23,26,13,32,400,263.9849,264.717,212.4734,160.5335,281.4833,317.7319,159.6855,391.581,2,2,0,2,1,4,5,2,1,25,25.14142,0,24.99688,12.34873,48.95362,61.10228,24.56701,12.23691,941209.330078125,4042.83773232221
88,North Riverdale,68,12090,49,65,51,66,55,73,35,54,75,400.6541,536.6135,423.6584,545.0942,451.1155,595.7238,286.8382,445.7652,620.3474,12,10,7,10,11,21,14,15,31,98.11938,82.55593,58.14919,82.59003,90.2231,171.3726,114.7353,123.8237,123.8237,27,25,30,27,49,38,36,17,21,220.7686,206.3898,249.2108,222.9931,401.9029,310.1028,295.0336,140.3335,140.3335,43,51,41,28,34,43,34,32,29,351.5945,421.0352,340.5881,231.2521,278.8714,350.9058,278.6429,264.1572,239.8677,0,0,1,1,0,0,0,1,0,0,0,8,8,0,0,0,8.254911,0,20,34,31,24,18,22,15,5,9,163.5323,257.5179,198.216,147.6378,179.5332,122.9307,41.27456,74.44169,280.6902,0,0,2,0,0,1,0,1,0,0,0,16.61406,0,0,8.160601,0,8.254911,0,61,45,52,40,32,56,37,33,61,498.7735,371.5017,431.9655,330.3601,262.4672,456.9936,303.229,272.4121,504.5492,3,2,6,5,5,5,2,1,3,24.52984,16.51119,49.84217,41.29501,41.0105,40.803,16.39075,8.254911,24.8139,1786063.18994141,5475.70840998409
89,Playter Estates-Danforth,67,7770,48,38,68,66,51,74,71,53,93,622.4874,492.8664,880.0311,849.6395,651.5906,941.4758,905.035,681.4091,1196.911,2,7,7,4,8,9,6,6,17,25.93697,90.79118,90.59143,51.49331,102.2103,114.5038,76.48183,77.14066,77.14066,20,8,15,15,11,11,32,26,27,259.3697,103.7614,194.1245,193.0999,140.5392,139.9491,407.9031,334.2762,334.2762,36,40,24,15,23,35,50,41,32,466.8655,518.8068,310.5992,193.0999,293.8546,445.2926,637.3486,527.1278,411.8404,0,0,0,0,2,0,0,0,0,0,0,0,0,25.55257,0,0,0,0,13,11,10,6,6,10,7,12,13,168.5903,129.4163,77.23996,76.65772,127.2265,89.22881,154.2813,167.3102,142.6719,0,0,0,2,1,2,1,1,1,0,0,0,25.74665,12.77629,25.44529,12.74697,12.85678,12.87001,27,21,9,24,20,66,30,33,27,350.1491,272.3735,116.4747,308.9598,255.5257,839.6946,382.4092,424.2736,347.4904,0,2,3,1,2,6,7,1,4,0,25.94034,38.8249,12.87333,25.55257,76.33588,89.22881,12.85678,51.48005,887588.472412109,4501.78931064904
90,Danforth,66,10117,83,89,74,78,101,83,60,83,115,840.251,901.0833,747.022,781.0153,1000.396,816.6076,590.6093,821.9449,1136.701,8,4,5,4,11,8,7,22,22,80.98805,40.49813,50.47446,40.05207,108.954,78.70917,68.90442,217.8649,217.8649,10,11,26,10,23,28,39,65,31,101.2351,111.3699,262.4672,100.1302,227.813,275.4821,383.8961,643.6918,643.6918,39,40,41,29,30,40,40,51,57,394.8168,404.9813,413.8906,290.3775,297.1474,393.5458,393.7395,505.0505,563.4081,1,1,1,1,1,0,1,0,0,10.12350678,10,10,10,9.904913,0,9.843489,0,0,14,19,19,29,33,20,16,12,22,141.7291,191.8029,290.3775,326.8621,196.7729,157.4958,118.8354,217.4558,192.3661,0,1,1,1,1,1,1,0,2,0,10.12453,10.09489,10.01302,9.904913,9.838646,9.843489,0,19.76871,39,60,18,15,29,58,59,50,39,394.8168,607.4719,181.7081,150.1953,287.2425,570.6415,580.7658,495.1476,385.4898,2,4,4,3,5,4,2,5,3,20.24701,40.49813,40.37957,30.03905,49.52456,39.35458,19.68698,49.51476,29.65306,1119675.36230469,6233.2903924361
91,Greenwood-Coxwell,65,15292,112,143,101,78,121,129,119,113,117,755.3278,964.1966,678.7634,519.4459,797.1014,841.8168,776.9653,741.5185,765.106,17,17,13,13,17,29,30,18,24,114.648,114.6248,87.36559,86.57432,111.9895,189.2456,195.8736,118.118,118.118,16,25,37,27,26,39,56,60,33,107.904,168.5658,248.6559,179.8082,171.278,254.5027,365.6307,393.7266,393.7266,48,34,62,33,38,48,41,38,35,323.7119,229.2495,416.6667,219.7656,250.3294,313.2341,267.6939,249.3602,228.8778,2,0,0,0,1,0,0,0,1,13.48799568,0,0,0,6.587615,0,0,0,6.539367,16,18,14,25,20,11,23,15,34,107.904,94.08602,166.4891,131.7523,71.78282,150.1698,98.43166,222.3385,121.3674,2,1,1,1,0,5,2,2,1,13.488,6.742634,6.72043,6.659563,0,32.62856,13.05824,13.12422,6.539367,52,64,59,36,65,100,100,59,52,350.6879,431.5286,396.5054,239.7443,428.195,652.5711,652.912,387.1645,340.0471,5,7,7,8,6,5,4,6,7,33.71999,47.19844,47.04301,53.2765,39.52569,32.62856,26.11648,39.37266,45.77557,1675165.81787109,6843.00706798411
